90	34.699	36.99	60.0	90.0	30.051	17.350	32.034	18.495	36.990	0.000	34.699	0.000
91	34.699	36.99	90.0	120.0	34.699	0.000	36.990	0.000	32.034	-18.495	30.051	-17.350
92	34.699	36.99	120.0	150.0	30.051	-17.350	32.034	-18.495	18.495	-32.034	17.350	-30.051
93	34.699	36.99	150.0	180.0	17.350	-30.051	18.495	-32.034	0.000	-36.990	0.000	-34.699
94	34.699	36.99	180.0	210.0	0.000	-34.699	0.000	-36.990	-18.495	-32.034	-17.350	-30.051
95	34.699	36.99	210.0	240.0	-17.350	-30.051	-18.495	-32.034	-32.034	-18.495	-30.051	-17.350
96	34.699	36.99	240.0	270.0	-30.051	-17.350	-32.034	-18.495	-36.990	0.000	-34.699	0.000
97	34.699	36.99	270.0	300.0	-34.699	0.000	-36.990	0.000	-32.034	18.495	-30.051	17.350
98	34.699	36.99	300.0	330.0	-30.051	17.350	-32.034	18.495	-18.495	32.034	-17.350	30.051
99	34.699	36.99	330.0	360.0	-17.350	30.051	-18.495	32.034	0.000	36.990	0.000	34.699
100	36.990	39.15	345.0	15.0	-9.574	35.729	-10.132	37.812	10.132	37.812	9.574	35.729
101	36.990	39.15	15.0	45.0	9.574	35.729	10.132	37.812	27.681	27.681	26.156	26.156
102	36.990	39.15	45.0	75.0	26.156	26.156	27.681	27.681	37.812	10.132	35.729	9.574
103	36.990	39.15	75.0	105.0	35.729	9.574	37.812	10.132	37.812	-10.132	35.729	-9.574
104	36.990	39.15	105.0	135.0	35.729	-9.574	37.812	-10.132	27.681	-27.681	26.156	-26.156
105	36.990	39.15	135.0	165.0	26.156	-26.156	27.681	-27.681	10.132	-37.812	9.574	-35.729
106	36.990	39.15	165.0	195.0	9.574	-35.729	10.132	-37.812	-10.132	-37.812	-9.574	-35.729
107	36.990	39.15	195.0	225.0	-9.574	-35.729	-10.132	-37.812	-27.681	-27.681	-26.156	-26.156
108	36.990	39.15	225.0	255.0	-26.156	-26.156	-27.681	-27.681	-37.812	-10.132	-35.729	-9.574
109	36.990	39.15	255.0	285.0	-35.729	-9.574	-37.812	-10.132	-37.812	10.132	-35.729	9.574
110	36.990	39.15	285.0	315.0	-35.729	9.574	-37.812	10.132	-27.681	27.681	-26.156	26.156
111	36.990	39.15	315.0	345.0	-26.156	26.156	-27.681	27.681	-10.132	37.812	-9.574	35.729
112	39.146	41.19	360.0	30.0	0.000	39.146	0.000	41.190	20.595	35.672	19.573	33.902
113	39.146	41.19	30.0	60.0	19.573	33.902	20.595	35.672	35.672	20.595	33.902	19.573
114	39.146	41.19	60.0	90.0	33.902	19.573	35.672	20.595	41.190	0.000	39.146	0.000
115	39.146	41.19	90.0	120.0	39.146	0.000	41.190	0.000	35.672	-20.595	33.902	-19.573
116	39.146	41.19	120.0	150.0	33.902	-19.573	35.672	-20.595	20.595	-35.672	19.573	-33.902
117	39.146	41.19	150.0	180.0	19.573	-33.902	20.595	-35.672	0.000	-41.190	0.000	-39.146
118	39.146	41.19	180.0	210.0	0.000	-39.146	0.000	-41.190	-20.595	-35.672	-19.573	-33.902
119	39.146	41.19	210.0	240.0	-19.573	-33.902	-20.595	-35.672	-35.672	-20.595	-33.902	-19.573
120	39.146	41.19	240.0	270.0	-33.902	-19.573	-35.672	-20.595	-41.190	0.000	-39.146	0.000
121	39.146	41.19	270.0	300.0	-39.146	0.000	-41.190	0.000	-35.672	20.595	-33.902	19.573
122	39.146	41.19	300.0	330.0	-33.902	19.573	-35.672	20.595	-20.595	35.672	-19.573	33.902
123	39.146	41.19	330.0	360.0	-19.573	33.902	-20.595	35.672	0.000	41.190	0.000	39.146
124	41.190	43.14	345.0	15.0	-10.661	39.787	-11.165	41.667	11.165	41.667	10.661	39.787
125	41.190	43.14	15.0	45.0	10.661	39.787	11.165	41.667	30.503	30.503	29.126	29.126
126	41.190	43.14	45.0	75.0	29.126	29.126	30.503	30.503	41.667	11.165	39.787	10.661
127	41.190	43.14	75.0	105.0	39.787	10.661	41.667	11.165	41.667	-11.165	39.787	-10.661
128	41.190	43.14	105.0	135.0	39.787	-10.661	41.667	-11.165	30.503	-30.503	29.126	-29.126
129	41.190	43.14	135.0	165.0	29.126	-29.126	30.503	-30.503	11.165	-41.667	10.661	-39.787
130	41.190	43.14	165.0	195.0	10.661	-39.787	11.165	-41.667	-11.165	-41.667	-10.661	-39.787
131	41.190	43.14	195.0	225.0	-10.661	-39.787	-11.165	-41.667	-30.503	-30.503	-29.126	-29.126
132	41.190	43.14	225.0	255.0	-29.126	-29.126	-30.503	-30.503	-41.667	-11.165	-39.787	-10.661
133	41.190	43.14	255.0	285.0	-39.787	-10.661	-41.667	-11.165	-41.667	11.165	-39.787	10.661
134	41.190	43.14	285.0	315.0	-39.787	10.661	-41.667	11.165	-30.503	30.503	-29.126	29.126
135	41.190	43.14	315.0	345.0	-29.126	29.126	-30.503	30.503	-11.165	41.667	-10.661	39.787
136	43.137	45	360.0	30.0	0.000	43.137	0.000	45.000	22.500	38.971	21.569	37.358
137	43.137	45	30.0	60.0	21.569	37.358	22.500	38.971	38.971	22.500	37.358	21.569
138	43.137	45	60.0	90.0	37.358	21.569	38.971	22.500	45.000	0.000	43.137	0.000
139	43.137	45	90.0	120.0	43.137	0.000	45.000	0.000	38.971	-22.500	37.358	-21.569
140	43.137	45	120.0	150.0	37.358	-21.569	38.971	-22.500	22.500	-38.971	21.569	-37.358
141	43.137	45	150.0	180.0	21.569	-37.358	22.500	-38.971	0.000	-45.000	0.000	-43.137
142	43.137	45	180.0	210.0	0.000	-43.137	0.000	-45.000	-22.500	-38.971	-21.569	-37.358
143	43.137	45	210.0	240.0	-21.569	-37.358	-22.500	-38.971	-38.971	-22.500	-37.358	-21.569
144	43.137	45	240.0	270.0	-37.358	-21.569	-38.971	-22.500	-45.000	0.000	-43.137	0.000
145	43.137	45	270.0	300.0	-43.137	0.000	-45.000	0.000	-38.971	22.500	-37.358	21.569
146	43.137	45	300.0	330.0	-37.358	21.569	-38.971	22.500	-22.500	38.971	-21.569	37.358
147	43.137	45	330.0	360.0	-21.569	37.358	-22.500	38.971	0.000	45.000	0.000	43.137

