# Excitation State 1 Cross-Section for Electron-Argon Scattering
# =============================================================
# Data for Interpolation:
3.17445161e-17
-3.34318076e+00
# M. Hayashi, Gaseous Electronics Institute, 503 Sakae High Home, 
# 15-14 Sakae 4-chome, Nakaku, Nagoya 460, Japan.
# See also, K. Kosaki and M. Hayashi, Denkigakkai Zenkokutaikai Yokoshu (Prepr. 
# Natl. Meet. Inst. Electr. Eng. Jpn.), (1992) (in Japanese).
#
# First column: electron energy in eV
# Second column: Excitation cross-section in m^2
11.55	0
11.6	5.43E-23
11.61	6.43E-23
11.62	6.93E-23
11.63	7.04E-23
11.64	6.99E-23
11.65	6.23E-23
11.66	6.33E-23
11.67	6.63E-23
11.68	6.65E-23
11.69	6.33E-23
11.7	6.03E-23
11.71	5.73E-23
11.72	5.77E-23
11.73	5.86E-23
11.75	7.14E-23
11.77	8.15E-23
11.8	8.32E-23
11.81	8.4E-23
11.84	1.2E-22
11.88	6.81E-23
11.9	6.26E-23
11.94	6.44E-23
12	7.04E-23
12.1	8.89E-23
12.2	1.05E-22
12.4	1.5E-22
12.6	1.91E-22
12.7	2.04E-22
12.74	2.08E-22
12.76	2.1E-22
12.8	2.08E-22
12.86	1.96E-22
12.9	1.84E-22
12.91	1.83E-22
12.94	1.86E-22
13	2.22E-22
13.05	4.05E-22
13.08	2.67E-22
13.1	2.13E-22
13.13	1.84E-22
13.16	2.14E-22
13.19	2.62E-22
13.21	3.08E-22
13.23	2.21E-22
13.24	2.09E-22
13.28	1.97E-22
13.3	1.94E-22
13.33	1.91E-22
13.36	1.97E-22
13.38	2.06E-22
13.4	2.13E-22
13.44	2.2E-22
13.48	2.61E-22
13.5	2.45E-22
13.52	2.37E-22
13.6	2.51E-22
14	2.65E-22
15	3.69E-22
16	4.66E-22
17	5E-22
18	4.95E-22
19	4.82E-22
20	4.64E-22
22	4.18E-22
25	3.47E-22
30	2.53E-22
35	1.8E-22
40	1.32E-22
50	6.94E-23
60	3.75E-23
70	2.22E-23
80	1.41E-23
100	6.52E-24
150	1.7E-24
175	1E-24
