	0	0	1.09696e-07
	1	0	1.51781e-07
	2	0	0.00168568
	3	28	2749.64
	4	76	7527.14
	5	0	0.00155581
	6	250	29464.4
	7	0	2.76585e-08
	8	104	8264.72
	9	43	2433.11
	10	0	1.75508e-07
	11	0	0.000897776
	12	205	22899.2
	13	77	5022.5
	14	0	0.000821711
	15	0	0.000344312
	16	0	0.00523274
	17	87	5445.05
	18	0	0.00109782
	19	239	21039.7
	20	0	0.000532723
	21	0	0.00345178
	22	251	31951.2
	23	0	4.80151e-08
	24	179	15436
	25	0	0.0028224
	26	127	9569.75
	27	0	0.00317403
	28	0	0.00292362
	29	0	0.00159296
	30	0	0.00102006
	31	0	0.00253258
	32	81	5774.67
	33	0	0.000144677
	34	151	14529.5
	35	30	2036.35
	36	0	0.00581331
	37	0	0.00387986
	38	42	2503.23
	39	0	0.000516031
	40	0	0
	41	212	18540.8
	42	5	634.04
	43	43	2938.09
	44	1	295.959
	45	0	0.0021485
	46	0	0.00543316
	47	79	6070.62
	48	274	21001.8
	49	0	0.00264605
	50	0	0.00336203
	51	294	37363.1
	52	35	4008.11
	53	339	23828.8
	54	0	0.000507475
	55	114	8645.65
	56	56	3646.33
	57	222	19304.5
	58	168	15734.9
	59	265	24256.5
	60	180	15414.3
	61	0	0.0020363
	62	175	16752.5
	63	46	4920.42
	64	121	9649.03
	65	56	3104.12
	66	245	27030.7
	67	204	20128.2
	68	0	0.00439907
	69	68	6110.99
	70	0	0.000365372
	71	393	53869.2
	72	0	7.1753e-05
	73	100	8184.12
	74	43	3474.43
	75	270	26270.8
	76	139	13963.3
	77	0	0.00459469
	78	241	20022
	79	0	0.000424414
	80	0	0.00100553
	81	0	2.40512e-07
	82	0	0.000160618
	83	206	12952
	84	0	3.13843e-05
	85	0	0.000799569
	86	7	1075.8
	87	53	4428.73
	88	0	0.00542853
	89	0	4.35879e-08
	90	0	0.00013351
	91	244	14357.6
	92	9	285.538
	93	90	6884.64
	94	76	6784.61
	95	42	2288.5
	96	0	0.000920604
	97	0	2.0614e-08
	98	42	3175.97
	99	54	3119.66
	100	65	5716.09
	101	168	17446.6
	102	164	11326.8
	103	0	0.000732981
	104	0	0.000998974
	105	7	596.346
	106	157	13802.6
	107	0	0.00353573
	108	0	2.76038e-08
	109	0	0.00266008
	110	19	778.13
	111	71	4641.41
	112	78	7256.56
	113	149	16621.6
	114	376	44096.9
	115	220	26556.7
	116	0	0.000835893
	117	270	21066.9
	118	0	0.0052552
	119	54	3566.55
	120	60	4257.64
	121	0	0.00315615
	122	38	2924.63
	123	221	25904.7
	124	0	0.00463983
	125	0	0.000315272
	126	0	7.60532e-05
	127	38	3147.95
	128	0	0.00222159
	129	0	0.0025346
	130	33	2756.27
	131	117	13071
	132	0	0
	133	4	334.014
	134	166	13917.4
	135	0	3.41627e-06
	136	134	10594.5
	137	0	0.00130783
	138	45	6646.2
	139	0	0.00723353
	140	74	3072.58
	141	0	1.71241e-07
	142	161	16809.6
	143	0	0.00192314
	144	0	0.00167567
	145	40	2365.5
	146	0	5.21109e-08
	147	140	9840.98
	148	2	568.249
	149	0	0.000239184
	150	0	0.00360582
	151	0	1.29439e-05
	152	187	11638.5
	153	200	22619.5
	154	0	0.000831856
	155	0	0.00134307
	156	171	17093.6
	157	0	2.14613e-05
	158	233	18719.4
	159	21	2518.04
	160	141	11343.7
	161	0	0.00226624
	162	122	13583.3
	163	0	5.82351e-08
	164	139	10586.9
	165	0	5.00312e-05
	166	322	32450
	167	209	21877.6
	168	27	2888.43
	169	276	19087.4
	170	0	0.000417916
	171	0	0.000693241
	172	232	22904.3
	173	0	0.000970597
	174	0	4.43053e-05
	175	319	36262.5
	176	0	0.00170144
	177	243	25466.9
	178	0	1.39696e-05
	179	215	17925
	180	308	31568.6
	181	139	10743.9
	182	22	1584.55
	183	43	1900.24
	184	0	0.00346211
	185	0	1.0313e-07
	186	71	4779.22
	187	163	11315.6
	188	0	0.00441383
	189	0	0.00119308
	190	0	0.00037666
	191	0	0.000182837
	192	91	6871.42
	193	0	0.000160004
	194	168	8377.7
	195	195	21830.2
	196	59	5370.35
	197	127	9041.46
	198	0	0.00581431
	199	0	0.00227444
	200	37	5183.95
	201	149	8328.77
	202	41	2717.39
	203	0	2.91693e-08
	204	0	0.00168727
	205	0	0.000863925
	206	58	5958.27
	207	0	0.000639787
	208	0	0.000299308
	209	0	1.20634e-07
	210	80	10093.7
	211	31	1799.05
	212	0	0.00234989
	213	224	20302.2
	214	0	0.00135637
	215	0	2.44668e-08
	216	117	11997
	217	52	2839.13
	218	330	36588.7
	219	0	4.47056e-08
	220	0	1.03752e-05
	221	83	6526
	222	0	0.000563397
	223	0	0.0013729
	224	42	2311.94
	225	0	7.05122e-05
	226	78	5221.51
	227	22	2057.55
	228	0	0.00200455
	229	198	21503.6
	230	77	5263.05
	231	28	2208.75
	232	0	0.00548012
	233	62	3636.46
	234	104	8591.61
	235	0	1.93084e-07
	236	12	789.727
	237	0	0.00146875
	238	9	840.627
	239	0	1.28967e-05
	240	274	19090.5
	241	426	58522.9
	242	0	4.21598e-06
	243	49	3834.93
	244	42	3170.88
	245	74	5983.72
	246	69	4591.42
	247	116	9731.99
	248	0	0.000613327
	249	69	6184.2
	250	98	8436.04
	251	133	11698.6
	252	149	13072.4
	253	14	936.337
	254	123	7387.73
	255	4	228.038
	256	144	11436.5
	257	0	2.75365e-07
	258	91	3153.98
	259	68	6544.27
	260	256	29048.3
	261	0	1.93474e-07
	262	136	11558.2
	263	55	1808.49
	264	146	6610.27
	265	104	5411.05
	266	200	14010.9
	267	0	0.00100457
	268	4	560.345
	269	56	3247.87
	270	31	2198.33
	271	0	0.00259427
	272	235	25784.1
	273	0	2.12521e-07
	274	88	6516.34
	275	0	0.00150796
	276	0	0.000158257
	277	0	1.24322e-07
	278	176	15352.6
	279	0	0.00704772
	280	172	17818.3
	281	17	1201.53
	282	26	1635.26
	283	0	4.08635e-08
	284	29	2876.39
	285	0	4.83691
	286	153	8397.96
	287	46	2672.17
	288	0	6.34004e-07
	289	0	0.00354992
	290	0	0.000395706
	291	0	2.07789e-05
	292	20	2103.65
	293	376	31867.9
	294	189	16107
	295	25	2074.77
	296	0	7.09473e-05
	297	74	5174.81
	298	139	6350.74
	299	185	19366.4
	300	20	1537.73
	301	251	15440.2
	302	77	7887.68
	303	39	2764.06
	304	208	24489.2
	305	89	5681.92
	306	0	2.46245e-05
	307	100	5941.37
	308	0	0.00131702
	309	21	2961.29
	310	0	0.000144038
	311	0	0.00222987
	312	202	17012.5
	313	82	4799.96
	314	286	29552.3
	315	264	33240.2
	316	31	3002.62
	317	19	1129.81
	318	246	28759.3
	319	0	9.13268e-05
	320	132	10994.3
	321	201	19626.8
	322	0	0.000522887
	323	0	2.93666e-05
	324	14	1496.3
	325	0	6.42457e-06
	326	167	23289.8
	327	108	7000.89
	328	58	4332.74
	329	0	0.000795256
	330	0	0.000235162
	331	0	0.00035388
	332	20	1734.02
	333	76	4811.04
	334	268	26028.4
	335	304	27522.6
	336	0	0.00084488
	337	0	0.000276294
	338	0	5.45492e-06
	339	28	1989.77
	340	0	3.91598e-05
	341	55	5587.14
	342	29	1613.78
	343	0	0.00320992
	344	0	5.48233e-05
	345	0	0.00186006
	346	0	0.00098367
	347	0	0.000400829
	348	31	2938.31
	349	0	0.00168511
	350	64	5265.11
	351	268	25978.6
	352	0	0.00252896
	353	134	14048.4
	354	231	23379.1
	355	247	22580.1
	356	93	6909.41
	357	0	5.40655e-06
	358	0	3.86071e-08
	359	37	2792.26
