       INelastic distributin calculated from Bichsel prog COV and integral prog of Z.Chaoui
       22059
       einb() -> e energy		einbi() ->					tinbi() -> 
      106.780600000000000       73.468670000000000   9.749699786123026E-001
      106.780600000000000       73.608030000000000   9.751362370121920E-001
      106.780600000000000       73.747390000000000   9.753020436229513E-001
      106.780600000000000       73.886750000000010   9.754669466554503E-001
      106.780600000000000       74.130520000000000   9.757538327530855E-001
      106.780600000000000       74.827310000000000   9.765638906634163E-001
      106.780600000000000       75.524100000000000   9.773576841650622E-001
      106.780600000000000       76.441770000000010   9.783800829665559E-001
      106.780600000000000       77.835340000000000   9.798840889807727E-001
      106.780600000000000       79.228920000000000   9.813320731428530E-001
      106.780600000000000       81.244980000000000   9.833325954110875E-001
      106.780600000000000       82.524100000000000   9.845474563820185E-001
      106.780600000000000       84.819280000000010   9.866261381697661E-001
      106.780600000000000       87.606430000000000   9.889871881638477E-001
      106.780600000000000       90.393570000000000   9.911788172341289E-001
      106.780600000000000       92.590360000000000   9.927926080069685E-001
      106.780600000000000       93.983940000000000   9.937657617932776E-001
      106.780600000000000       96.755020000000000   9.955842130420679E-001
      106.780600000000000       98.771080000000000   9.967950079108277E-001
      106.780600000000000      100.329300000000000   9.976452750537403E-001
      106.780600000000000      103.674700000000000   9.991230772984094E-001
      106.780600000000000      106.427700000000000   9.999783141217535E-001
      106.780600000000000      108.051800000000000        1.00000000000
	  214.759000000000000   2.721140000000000E-009   0.000000000000000E+000
      214.759000000000000   1.466948000000000E-001   1.040443897643356E-005
      214.759000000000000   2.933896000000000E-001   4.188847188243337E-005
      214.759000000000000   4.400844000000000E-001   9.403677629683201E-005
      214.759000000000000   5.867792000000000E-001   1.663536293215962E-004
      214.759000000000000   7.334740000000000E-001   2.585131703100193E-004
      214.759000000000000   8.801687000000000E-001   3.706666092243021E-004
      214.759000000000000        1.026864000000000   5.041051280023052E-004
      214.759000000000000        1.173558000000000   6.612674375243659E-004
      214.759000000000000        1.320253000000000   8.510592466198464E-004
      214.759000000000000        1.466948000000000   1.089800072320879E-003
      214.759000000000000        1.613643000000000   1.359521636937889E-003
      214.759000000000000        1.760337000000000   1.632249038075813E-003
      214.759000000000000        1.907032000000000   1.911996649509292E-003
      214.759000000000000        2.005119000000000   2.106181033849561E-003
      214.759000000000000        2.037108000000000   2.170796631429072E-003
      214.759000000000000        2.078916000000000   2.256185412652764E-003
      214.759000000000000        2.120723000000000   2.342637819299504E-003
      214.759000000000000        2.162530000000000   2.430159501437943E-003
      214.759000000000000        2.194779000000000   2.498411624451237E-003
      214.759000000000000        2.217430000000000   2.546735249083276E-003
      214.759000000000000        2.257952000000000   2.633999853098215E-003
      214.759000000000000        2.293173000000000   2.710704478809417E-003
      214.759000000000000        2.311566000000000   2.751079869370413E-003
      214.759000000000000        2.353373000000000   2.843671781862150E-003
      214.759000000000000        2.395181000000000   2.937410658289498E-003
      214.759000000000000        2.480823000000000   3.133051347823876E-003
      214.759000000000000        2.531325000000000   3.250716852459757E-003
      214.759000000000000        2.600502000000000   3.414669131979953E-003
      214.759000000000000        2.656024000000000   3.548578583979795E-003
      214.759000000000000        2.780723000000000   3.856832204261282E-003
      214.759000000000000        2.905020000000000   4.174410556588262E-003
      214.759000000000000        2.969578000000000   4.343368090672302E-003
      214.759000000000000        3.148193000000000   4.824583024933753E-003
      214.759000000000000        3.238153000000000   5.074395866409776E-003
      214.759000000000000        3.377510000000000   5.471039866884383E-003
      214.759000000000000        3.475301000000000   5.756309007904446E-003
      214.759000000000000        3.684337000000000   6.384842419585398E-003
      214.759000000000000        3.797791000000000   6.736451135381295E-003
      214.759000000000000        3.934940000000000   7.171173067252767E-003
      214.759000000000000        4.037149000000000   7.501899835583002E-003
      214.759000000000000        4.220482000000000   8.109049149947171E-003
      214.759000000000000        4.429518000000000   8.822391504556779E-003
      214.759000000000000        4.777108000000000   1.005883840238659E-002
      214.759000000000000        5.031727000000000   1.100824768770941E-002
      214.759000000000000        5.313253000000000   1.210311092779777E-002
      214.759000000000000        5.520884000000000   1.293972365514241E-002
      214.759000000000000        5.849398000000000   1.431322709320918E-002
      214.759000000000000        6.445783000000000   1.696337060495285E-002
      214.759000000000000        6.821285000000000   1.873729440812706E-002
      214.759000000000000        7.339357000000000   2.131874721027860E-002
      214.759000000000000        8.018072000000000   2.493826593743114E-002
      214.759000000000000        8.366466000000001   2.690686285588370E-002
      214.759000000000000        8.929719000000000   3.025754425416269E-002
      214.759000000000000        9.563253000000000   3.429075394516043E-002
      214.759000000000000        9.911647000000000   3.664230545401127E-002
      214.759000000000000       10.520080000000000   4.100647497867099E-002
      214.759000000000000       11.108430000000000   4.556100237867890E-002
      214.759000000000000       11.456830000000000   4.842538236839578E-002
      214.759000000000000       12.110440000000000   5.420012684404116E-002
      214.759000000000000       12.653610000000000   5.955463333879507E-002
      214.759000000000000       13.004020000000000   6.342368028521546E-002
      214.759000000000000       13.700800000000000   7.266645102237992E-002
      214.759000000000000       14.159040000000000   8.113618642966512E-002
      214.759000000000000       14.278310000000000   8.390959325155800E-002
      214.759000000000000       14.516470000000000   9.058755063874026E-002
      214.759000000000000       14.795180000000000   1.018142370429801E-001
      214.759000000000000       15.073900000000000   1.238038804671477E-001
      214.759000000000000       15.352610000000000   1.703920865138512E-001
      214.759000000000000       15.623490000000000   2.348604998050727E-001
      214.759000000000000       15.777510000000000   2.714973811931815E-001
      214.759000000000000       15.988760000000000   3.166644537231128E-001
      214.759000000000000       16.668670000000000   4.257808394871998E-001
      214.759000000000000       17.182730000000000   4.840930086050545E-001
      214.759000000000000       18.093370000000000   5.586205922401958E-001
      214.759000000000000       18.879520000000000   6.045023278282832E-001
      214.759000000000000       19.455820000000000   6.314386769799253E-001
      214.759000000000000       20.076310000000000   6.558834871093684E-001
      214.759000000000000       20.774100000000000   6.788739695687303E-001
      214.759000000000000       21.327710000000000   6.944594720575855E-001
      214.759000000000000       21.745780000000000   7.052443937193836E-001
      214.759000000000000       22.163860000000000   7.151298950782252E-001
      214.759000000000000       22.581930000000000   7.240160405448927E-001
      214.759000000000000       23.000000000000000   7.323400041810508E-001
      214.759000000000000       23.418070000000000   7.402684630118256E-001
      214.759000000000000       23.836140000000000   7.477039533530332E-001
      214.759000000000000       24.847390000000000   7.638680934973360E-001
      214.759000000000000       25.861450000000000   7.780349343744526E-001
      214.759000000000000       27.951810000000000   8.018746927775172E-001
      214.759000000000000       30.140560000000000   8.215447005181112E-001
      214.759000000000000       36.054220000000000   8.587235647413116E-001
      214.759000000000000       39.538150000000000   8.737555723802044E-001
      214.759000000000000       46.044180000000000   8.947653526490347E-001
      214.759000000000000       51.506020000000000   9.077824045562154E-001
      214.759000000000000       54.989960000000000   9.146309940165773E-001
      214.759000000000000       60.779120000000000   9.242636548034059E-001
      214.759000000000000       63.566270000000000   9.282688472164936E-001
      214.759000000000000       66.265060000000010   9.318241529134579E-001
      214.759000000000000       67.785140000000000   9.337070382905153E-001
      214.759000000000000       69.927710000000010   9.362361502692258E-001
      214.759000000000000       71.357429999999990   9.378464198340009E-001
      214.759000000000000       72.075100000000010   9.386317793761194E-001
      214.759000000000000       72.214460000000000   9.387829187124623E-001
      214.759000000000000       72.353820000000000   9.389326455316431E-001
      214.759000000000000       72.493170000000010   9.390823723508240E-001
      214.759000000000000       72.632530000000000   9.392320991700048E-001
      214.759000000000000       72.771890000000000   9.393804134720236E-001
      214.759000000000000       72.911240000000010   9.395287277740425E-001
      214.759000000000000       73.050600000000000   9.396763358174802E-001
      214.759000000000000       73.189960000000000   9.398239438609178E-001
      214.759000000000000       73.329320000000000   9.399701393871935E-001
      214.759000000000000       73.468670000000000   9.401163349134692E-001
      214.759000000000000       73.608030000000000   9.402618241811638E-001
      214.759000000000000       73.747390000000000   9.404073134488584E-001
      214.759000000000000       73.886750000000010   9.405520964579720E-001
      214.759000000000000       74.130520000000000   9.408042307714040E-001
      214.759000000000000       74.827310000000000   9.415161394210939E-001
      214.759000000000000       75.524100000000000   9.422174541920684E-001
      214.759000000000000       76.441770000000010   9.431249964687071E-001
      214.759000000000000       77.835340000000000   9.444711253241728E-001
      214.759000000000000       79.228920000000000   9.457734661476137E-001
      214.759000000000000       81.244980000000000   9.475899632180531E-001
      214.759000000000000       82.524100000000000   9.487030267417750E-001
      214.759000000000000       84.819280000000010   9.506360564780861E-001
      214.759000000000000       87.606430000000000   9.528763086971507E-001
      214.759000000000000       90.393570000000000   9.550056783189915E-001
      214.759000000000000       92.590360000000000   9.566223042109961E-001
      214.759000000000000       93.983940000000000   9.576216601031703E-001
      214.759000000000000       96.755020000000000   9.595589273909677E-001
      214.759000000000000       98.771080000000000   9.609347191068373E-001
      214.759000000000000      100.329300000000000   9.619792755481978E-001
      214.759000000000000      103.674700000000000   9.641630270807791E-001
      214.759000000000000      106.427700000000000   9.658997169315606E-001
      214.759000000000000      108.051800000000000   9.668983665651538E-001
      214.759000000000000      108.260800000000000   9.670261993683224E-001
      214.759000000000000      108.469900000000000   9.671526196543288E-001
      214.759000000000000      108.678900000000000   9.672790399403353E-001
      214.759000000000000      108.888000000000000   9.674054602263417E-001
      214.759000000000000      109.097000000000000   9.675311742537672E-001
      214.759000000000000      109.306000000000000   9.676568882811926E-001
      214.759000000000000      109.515100000000000   9.677818960500370E-001
      214.759000000000000      109.724100000000000   9.679069038188815E-001
      214.759000000000000      109.955300000000000   9.680446242421846E-001
      214.759000000000000      110.142200000000000   9.681555068394080E-001
      214.759000000000000      110.351200000000000   9.682798083496714E-001
      214.759000000000000      110.560200000000000   9.684034036013538E-001
      214.759000000000000      110.769300000000000   9.685269988530361E-001
      214.759000000000000      110.978300000000000   9.686498878461374E-001
      214.759000000000000      111.936700000000000   9.692106571594846E-001
      214.759000000000000      112.981900000000000   9.698138019876942E-001
      214.759000000000000      114.036100000000000   9.704141217815796E-001
      214.759000000000000      115.214900000000000   9.710751798134347E-001
      214.759000000000000      116.734900000000000   9.719120962319692E-001
      214.759000000000000      118.825300000000000   9.730378724101497E-001
      214.759000000000000      121.831300000000000   9.746085914943867E-001
      214.759000000000000      125.004000000000000   9.762012045946358E-001
      214.759000000000000      127.192800000000000   9.772612987247796E-001
      214.759000000000000      129.791200000000000   9.784803010356576E-001
      214.759000000000000      132.554200000000000   9.797296724655206E-001
      214.759000000000000      136.734900000000000   9.815306318471769E-001
      214.759000000000000      139.943800000000000   9.828435665493336E-001
      214.759000000000000      142.096400000000000   9.836910768465836E-001
      214.759000000000000      144.759000000000000   9.847038516517976E-001
      214.759000000000000      147.457800000000000   9.856919074066750E-001
      214.759000000000000      154.096400000000000   9.879625287447242E-001
      214.759000000000000      159.849400000000000   9.897571317991515E-001
      214.759000000000000      166.666700000000000   9.916894552768816E-001
      214.759000000000000      171.817300000000000   9.930179276678212E-001
      214.759000000000000      180.903600000000000   9.951056280333807E-001
      214.759000000000000      188.785100000000000   9.966706970489691E-001
      214.759000000000000      194.538200000000000   9.976771155269537E-001
      214.759000000000000      200.753000000000000   9.986369209385895E-001
      214.759000000000000      207.710800000000000   9.995437569566470E-001
      214.759000000000000      218.162700000000000        1.000
	  397.122600000000000   2.721140000000000E-009   0.000000000000000E+000
      397.122600000000000   1.466948000000000E-001   8.551391407322669E-006
      397.122600000000000   2.933896000000000E-001   3.444679961136349E-005
      397.122600000000000   4.400844000000000E-001   7.737075191639059E-005
      397.122600000000000   5.867792000000000E-001   1.369349400723314E-004
      397.122600000000000   7.334740000000000E-001   2.128919875204641E-004
      397.122600000000000   8.801687000000000E-001   3.054049203476445E-004
      397.122600000000000        1.026864000000000   4.156493672212758E-004
      397.122600000000000        1.173558000000000   5.458473188875865E-004
      397.122600000000000        1.320253000000000   7.040816381262846E-004
      397.122600000000000        1.466948000000000   9.051370971401403E-004
      397.122600000000000        1.613643000000000   1.132995366463269E-003
      397.122600000000000        1.760337000000000   1.362701557989582E-003
      397.122600000000000        1.907032000000000   1.598065442363676E-003
      397.122600000000000        2.005119000000000   1.761514193417788E-003
      397.122600000000000        2.037108000000000   1.815916654052894E-003
      397.122600000000000        2.078916000000000   1.887825350862241E-003
      397.122600000000000        2.120723000000000   1.960644813926378E-003
      397.122600000000000        2.162530000000000   2.034383625259486E-003
      397.122600000000000        2.194779000000000   2.091898138786403E-003
      397.122600000000000        2.217430000000000   2.132627305330149E-003
      397.122600000000000        2.257952000000000   2.206193403627896E-003
      397.122600000000000        2.293173000000000   2.270874971746400E-003
      397.122600000000000        2.311566000000000   2.304928404010333E-003
      397.122600000000000        2.353373000000000   2.383042969823171E-003
      397.122600000000000        2.395181000000000   2.462154122032594E-003
      397.122600000000000        2.480823000000000   2.627364331497033E-003
      397.122600000000000        2.531325000000000   2.726795547779774E-003
      397.122600000000000        2.600502000000000   2.865427259330553E-003
      397.122600000000000        2.656024000000000   2.978731301534325E-003
      397.122600000000000        2.780723000000000   3.239811191397046E-003
      397.122600000000000        2.905020000000000   3.509169506687589E-003
      397.122600000000000        2.969578000000000   3.652637183228470E-003
      397.122600000000000        3.148193000000000   4.061857656352766E-003
      397.122600000000000        3.238153000000000   4.274633679406632E-003
      397.122600000000000        3.377510000000000   4.612945260373483E-003
      397.122600000000000        3.475301000000000   4.856617607225026E-003
      397.122600000000000        3.684337000000000   5.394532892232108E-003
      397.122600000000000        3.797791000000000   5.696063033177746E-003
      397.122600000000000        3.934940000000000   6.069479343145508E-003
      397.122600000000000        4.037149000000000   6.354026750781849E-003
      397.122600000000000        4.220482000000000   6.877448086591665E-003
      397.122600000000000        4.429518000000000   7.494207408616836E-003
      397.122600000000000        4.777108000000000   8.566117070902778E-003
      397.122600000000000        5.031727000000000   9.387575667887208E-003
      397.122600000000000        5.313253000000000   1.033011146641842E-002
      397.122600000000000        5.520884000000000   1.104702611217272E-002
      397.122600000000000        5.849398000000000   1.221834231745064E-002
      397.122600000000000        6.445783000000000   1.445830165586746E-002
      397.122600000000000        6.821285000000000   1.595108938478866E-002
      397.122600000000000        7.339357000000000   1.812887203047559E-002
      397.122600000000000        8.018072000000000   2.119639499621373E-002
      397.122600000000000        8.366466000000001   2.287196889963881E-002
      397.122600000000000        8.929719000000000   2.573676323542364E-002
      397.122600000000000        9.563253000000000   2.920470152773799E-002
      397.122600000000000        9.911647000000000   3.123383296031966E-002
      397.122600000000000       10.520080000000000   3.501068085302218E-002
      397.122600000000000       11.108430000000000   3.897093711625658E-002
      397.122600000000000       11.456830000000000   4.147668143380998E-002
      397.122600000000000       12.110440000000000   4.658638049368252E-002
      397.122600000000000       12.653610000000000   5.143308372902677E-002
      397.122600000000000       13.004020000000000   5.503626383729102E-002
      397.122600000000000       13.700800000000000   6.417973483936240E-002
      397.122600000000000       14.159040000000000   7.336178199517025E-002
      397.122600000000000       14.278310000000000   7.657958675670773E-002
      397.122600000000000       14.516470000000000   8.478106369989298E-002
      397.122600000000000       14.795180000000000   1.006645375404656E-001
      397.122600000000000       15.073900000000000   1.379937460717171E-001
      397.122600000000000       15.352610000000000   2.065509517936463E-001
      397.122600000000000       15.623490000000000   2.813339797020346E-001
      397.122600000000000       15.777510000000000   3.179045167247901E-001
      397.122600000000000       15.988760000000000   3.604989840504340E-001
      397.122600000000000       16.668670000000000   4.586507292942012E-001
      397.122600000000000       17.182730000000000   5.100492704161558E-001
      397.122600000000000       18.093370000000000   5.741213009775665E-001
      397.122600000000000       18.879520000000000   6.133489368654472E-001
      397.122600000000000       19.455820000000000   6.362806151287394E-001
      397.122600000000000       20.076310000000000   6.570442620599559E-001
      397.122600000000000       20.774100000000000   6.765805736883385E-001
      397.122600000000000       21.327710000000000   6.898545895699992E-001
      397.122600000000000       21.745780000000000   6.990544014951586E-001
      397.122600000000000       22.163860000000000   7.075001761994786E-001
      397.122600000000000       22.581930000000000   7.151089899709510E-001
      397.122600000000000       23.000000000000000   7.222381764249711E-001
      397.122600000000000       23.418070000000000   7.290220440834468E-001
      397.122600000000000       23.836140000000000   7.353798147379145E-001
      397.122600000000000       24.847390000000000   7.491697169469356E-001
      397.122600000000000       25.861450000000000   7.611963370676180E-001
      397.122600000000000       27.951810000000000   7.813991493722097E-001
      397.122600000000000       30.140560000000000   7.981087600802462E-001
      397.122600000000000       36.054220000000000   8.296460530619501E-001
      397.122600000000000       39.538150000000000   8.424284268063075E-001
      397.122600000000000       46.044180000000000   8.603351212171957E-001
      397.122600000000000       51.506020000000000   8.714552660901771E-001
      397.122600000000000       54.989960000000000   8.773162453988337E-001
      397.122600000000000       60.779120000000000   8.855703193614209E-001
      397.122600000000000       63.566270000000000   8.890072014899235E-001
      397.122600000000000       66.265060000000010   8.920605748597833E-001
      397.122600000000000       67.785140000000000   8.936790354588444E-001
      397.122600000000000       69.927710000000010   8.958542542277952E-001
      397.122600000000000       71.357429999999990   8.972402495177714E-001
      397.122600000000000       72.075100000000010   8.979166195102867E-001
      397.122600000000000       72.214460000000000   8.980465297499276E-001
      397.122600000000000       72.353820000000000   8.981759036136825E-001
      397.122600000000000       72.493170000000010   8.983049556519054E-001
      397.122600000000000       72.632530000000000   8.984334713142421E-001
      397.122600000000000       72.771890000000000   8.985615578758700E-001
      397.122600000000000       72.911240000000010   8.986892153367888E-001
      397.122600000000000       73.050600000000000   8.988164436969987E-001
      397.122600000000000       73.189960000000000   8.989432429564997E-001
      397.122600000000000       73.329320000000000   8.990696131152915E-001
      397.122600000000000       73.468670000000000   8.991954468981972E-001
      397.122600000000000       73.608030000000000   8.993209588555713E-001
      397.122600000000000       73.747390000000000   8.994460417122363E-001
      397.122600000000000       73.886750000000010   8.995706954681924E-001
      397.122600000000000       74.130520000000000   8.997877131517543E-001
      397.122600000000000       74.827310000000000   9.004014344407600E-001
      397.122600000000000       75.524100000000000   9.010053936886368E-001
      397.122600000000000       76.441770000000010   9.017879661066223E-001
      397.122600000000000       77.835340000000000   9.029476107726162E-001
      397.122600000000000       79.228920000000000   9.040719619052974E-001
      397.122600000000000       81.244980000000000   9.056928898334350E-001
      397.122600000000000       82.524100000000000   9.067422556172234E-001
      397.122600000000000       84.819280000000010   9.086504664700170E-001
      397.122600000000000       87.606430000000000   9.109821997225649E-001
      397.122600000000000       90.393570000000000   9.133015963297301E-001
      397.122600000000000       92.590360000000000   9.151162632279681E-001
      397.122600000000000       93.983940000000000   9.162605675436162E-001
      397.122600000000000       96.755020000000000   9.185158135947902E-001
      397.122600000000000       98.771080000000000   9.201409252548404E-001
      397.122600000000000      100.329300000000000   9.213877846399325E-001
      397.122600000000000      103.674700000000000   9.240361942157011E-001
      397.122600000000000      106.427700000000000   9.261908161506212E-001
      397.122600000000000      108.051800000000000   9.274524795101730E-001
      397.122600000000000      108.260800000000000   9.276143577526322E-001
      397.122600000000000      108.469900000000000   9.277761287199142E-001
      397.122600000000000      108.678900000000000   9.279377924120191E-001
      397.122600000000000      108.888000000000000   9.280993488289466E-001
      397.122600000000000      109.097000000000000   9.282607979706969E-001
      397.122600000000000      109.306000000000000   9.284220325620928E-001
      397.122600000000000      109.515100000000000   9.285832671534886E-001
      397.122600000000000      109.724100000000000   9.287442871945298E-001
      397.122600000000000      109.955300000000000   9.289222567135756E-001
      397.122600000000000      110.142200000000000   9.290660054510809E-001
      397.122600000000000      110.351200000000000   9.292267036665906E-001
      397.122600000000000      110.560200000000000   9.293872946069229E-001
      397.122600000000000      110.769300000000000   9.295477782720779E-001
      397.122600000000000      110.978300000000000   9.297081546620558E-001
      397.122600000000000      111.936700000000000   9.304417023240417E-001
      397.122600000000000      112.981900000000000   9.312369332129420E-001
      397.122600000000000      114.036100000000000   9.320336659543237E-001
      397.122600000000000      115.214900000000000   9.329169697637404E-001
      397.122600000000000      116.734900000000000   9.340431445744346E-001
      397.122600000000000      118.825300000000000   9.355672030175219E-001
      397.122600000000000      121.831300000000000   9.377055191255015E-001
      397.122600000000000      125.004000000000000   9.398841707001240E-001
      397.122600000000000      127.192800000000000   9.413394657545989E-001
      397.122600000000000      129.791200000000000   9.430190732046883E-001
      397.122600000000000      132.554200000000000   9.447511382164494E-001
      397.122600000000000      136.734900000000000   9.472756449625025E-001
      397.122600000000000      139.943800000000000   9.491361183614232E-001
      397.122600000000000      142.096400000000000   9.503460750855439E-001
      397.122600000000000      144.759000000000000   9.518050174960451E-001
      397.122600000000000      147.457800000000000   9.532429339718066E-001
      397.122600000000000      154.096400000000000   9.565986087911363E-001
      397.122600000000000      159.849400000000000   9.593164254065811E-001
      397.122600000000000      166.666700000000000   9.623252795778852E-001
      397.122600000000000      171.817300000000000   9.644660630149410E-001
      397.122600000000000      180.903600000000000   9.679722449079424E-001
      397.122600000000000      188.785100000000000   9.707334006949930E-001
      397.122600000000000      194.538200000000000   9.725956977719268E-001
      397.122600000000000      200.753000000000000   9.744748370516877E-001
      397.122600000000000      207.710800000000000   9.764458038831684E-001
      397.122600000000000      218.162700000000000   9.791528929808887E-001
      397.122600000000000      232.228900000000000   9.823532333435711E-001
      397.122600000000000      248.755000000000000   9.855703086339033E-001
      397.122600000000000      259.036100000000000   9.873180358215418E-001
      397.122600000000000      279.939800000000000   9.903650799559443E-001
      397.122600000000000      304.216900000000000   9.931904935741633E-001
      397.122600000000000      386.245000000000000   9.998124829901797E-001
      397.122600000000000      442.168700000000000        1.0000
	 1000.000000000000000        1.795898000000000   1.097013656129721E-010
     1000.000000000000000        1.815454000000000   2.263148792256558E-010
