1	1	4.e-3		37500	2
2	1	1.3e-3		113660	2	
5	1	3.2e-4		126450	2
10	1	1.1e-4		129600	2
1	2	1.27e-2		178125	0
2	2	7.4e-3		254291	0
5	2	1.9e-3		267081	0
10	2	6.4e-4		270235	0
1	3	3.3e-4		200450	0
2	3	5.9e-5		276620	0
5	3	1.38e-5		289410	0	
10	3	4.6e-6		292560	0
1	4	2.33e-3		308705	0	
2	4	1.02e-3		384871	0
5	4	2.61e-4		397661	0	
10	4	8.7e-5		400815	0
1	5	4.4e-5		424490	0	
2	5	7.6e-6		500660	0
