1	2.2e-6		9.31060000E+04
2	5.e-4		1.69370000E+04
3	0.7e-4		1.62440000E+04
4	1.6e-4		1.38160000E+04
5	4.e-3		4.16100000E+03
6	4.e-3		3.85200000E+03
7	4.e-3		3.30100000E+03
8	4.e-3		2.80200000E+03
9	4.e-3		2.68700000E+03
